offensive_language,tweet
3.0,RT @Deemazz_70: @JMcCown11 got all the bitches http://t.co/A3gF4iAPS9
3.0,"RT @DeeMayweather: Brees you need a black hoe, who cheating on her man that work offshore, that would fuck you while the baby in the bed w&#8230;"
3.0,RT @DeeJay138: In some pussy?? Nah work is the best place to be in this weather.
2.0,RT @deecatanz: Lmao hoes now a days &#128514;&#128581;
3.0,RT @Dee_InsideYou: Team no hoes &#128514;&#128076;
0.0,"RT @decider: #2 on the field, #1 in our hearts! What if @Yankees star Derek Jeter starred in ""Back to School?"" http://t.co/nSZ6xGjkLV #yank&#8230;"
3.0,RT @DearLeader10: You value yourself because someone gave you a title. I value myself because bitch I'm clutch. I win.
3.0,RT @DearAwkward: That awkward moment when you hold the door for someone and they use the door next to it.. Like bitch you better back th ...
1.0,RT @Deadspin: Colombia supporter reminds us the double bird is a universal language http://t.co/JeUT1IsQ1f
3.0,RT @DeAdJAkE: Shermans all bark and no bite fuck that bitch
2.0,"RT @Deadcollision: ""Go talk to your other hoes"" http://t.co/1H08FxpkKq"
3.0,RT @ddictedToHoes: when a bitch twerking on you in the club and you peep the change in her pocket http://t.co/xQYJbKZAnv
2.0,"RT @ddebrinar: Smh, what a hoe. You just couldn't wait. @NayaRivera"
1.0,RT @DCPlod: The paranoid fear of sharia on the right boils down to: Christian fundamentalists should be the sole oppressors and persecu ...
2.0,RT @Dcowboys2188: I love dez but right now he's trash right now weeden there's others that are open
2.0,"RT @dcolbray88: ""@VonDreaam: If I post a picture of my woman, All you hoes jumping off a bridge tonight! Lol"" #OhKillem&#128544;&#128299;"
0.0,"RT @Dceni33: Not the ""farewell tour's"" fault everyone but three players underachieved for the Yankees this year."
0.0,"RT @dbrend99: Even if you hate the Yankees there is no way you can't like Derek Jeter, he is one of the classiest and most respectful playe&#8230;"
3.0,RT @DBOI509: Shave pussy deserve nothing but fie head and good dick #twitterafterdark :)
3.0,RT @DBlockDeuce_215: It's about that time of the year when all the Lightskin hoes who swore they was brown cuz of they summer tan come back&#8230;
3.0,RT @DBlockDeuce_215 My Face when bitches expect me to care http://t.co/hWnAH5bTW6
2.0,RT @Dayma_micaela: I want a baby but im young and retarded so no
3.0,RT @daylynnb_: and if you aint a hoe get up out my trap house!!!
3.0,RT @Day_CantKeepUp: These hoes be dying for attention &#128564;&#128564;&#128564;
3.0,RT @DawnGoodspeed: Honestly I kind of get offended when people ask me if my eyelashes are fake. Fake eyelashes aren't this long bitches. &#9995;&#128129;
3.0,RT @davis_lyndsi: Lol she blocked you little bitches these days. &#128526; @_viktoriagracee
0.0,RT @davidcomanhidy: It is well known that @centerplate supports cruelty to birds. #saveanimals-sign this petition: http://t.co/t07KZ5myEv h&#8230;
0.0,"RT @DavidBCohen1: Will Coakley go 0-2 in ""can't lose"" races? RT @seanspicer: wow, just wow -- @BostonGlobe : Charlie Baker for Governor htt&#8230;"
0.0,RT @davidalderman77: Obama killed the Twinkie #gonetofar
2.0,"RT @david_marchese: Johnny Cash turned down ""The Gambler."" Guess you could say he didn't know when to ho . . . never mind.
 http://t.co/gMK&#8230;"
3.0,RT @davegetnmoney: We don't want no skinny bitches get out! WE WANT BIG BOOTY BITCHES!
3.0,RT @davegetnmoney: It's @2chainz birthday I wish you many big booty hoes mane. Shit ima turn up for your birthday too
3.0,RT @DaUnfuqwitable1: Yawl chicks love being SIDE BITCHES &#128553;&#128553; bitches now days be having dreams &amp; aspirations of being a STEP MOM &#128514;&#128514;&#128514;
2.0,RT @dattniggamatt_: I'm a cool ass nigga lbs..it's rare if a mf don't like me..nigga you either hating or mad cus yo bitch choosing &#128557;&#128564;&#128175;
3.0,"RT @Dats_JayGrant: You can't be like ""Let me miss ya sometimes"" bitches take it overboard and shit, I said give me time to miss yo ass not &#8230;"
3.0,RT @DatNiggaVegeta: DEFINITION OF REAL &#8220;@mikeymageee: @DatNiggaVegeta Except you bruh you let bitch ass babidi turn on your niggas fam&#8221; htt&#8230;
3.0,RT @datniggaT_RAW: top notch bitch hair down to her ass
3.0,RT @datnigga_laced: Never invest money into a broke bitch ..
3.0,RT @datnigga_laced: I'm fuking every night up in my new house .. Cause bitch I worked to hard fa this new house .. &#128513;
3.0,"RT @DatingTrick: As a girlfriend, you have to accept the fact hoes are gonna be all up in his face. But as a boyfriend, he better let them &#8230;"
3.0,RT @Dathighyellaguy: Dem hoes who swear their pussy priceless but u sell ass all day &#128533;
3.0,"RT @DatDudeTorey: Aw damn, Haven't hug a bitch in a while."
3.0,"RT @DatDudeTorey: &#8220;@Aj_Swagggg: That ""boss ass bitch"" song got basics thinking they're models lmao #knowyourplace&#8221; &#128514;&#128514;&#128514;&#128514;&#128514;"
3.0,"RT @DaTbOySmOkEyy: Shawty said you not gone understand america unless you went to a PWI school, crackers already brainwashed her smh lol"
1.0,RT @dat_trulyGUY: before I betray them I slit my wrist http://t.co/8HNW9QeWSM
3.0,RT @DaSmacker: Mariners said moms 21 and over get free ball caps on mothers day. Basically all you young hoes with kids don't get one lol
3.0,RT @darwinjames125: &#8220;@cali_dx: How black bitches drive when they fav song come on pt 1. &#128514;&#128514;&#128514;&#128514;&#128514; #GoLilStacy &#128514;&#128514; &#128514;&#128514;&#128514;&#128514; https://t.co/DKqhxPgoKP&#8221;
0.0,RT @DarthVenn: So this is the woman who was a bird then turned into a woman from the sky in Nigeria. http://t.co/34DcwJkVeF
0.0,"RT @DarthPutinKGB: Today in 1996 Charlie Wilson left office. ""Should be ranked alongside Lech Wa&#322;&#281;sa for his role in defeating communism"". &#8230;"
3.0,"RT @Darth_Alk: @Baqotivity @ShinSnipes You're tweeting at the cringiest people in Darth here. And Dana is our bitch lmao, she follows our r&#8230;"
3.0,RT @DarrionMarz: pregnant bitches get on the bus and think you suppose to give them your seat like bitch you should of fucked a nigga with &#8230;
3.0,"RT @DarrionDaDon_: Kobe: ""That's why yo man want me hoe"" 
guy holding his face: ""Omgod kobeshia shut up"" &#128514;&#128514;&#128514;http://t.co/2BfbfBVlVA"
3.0,RT @DarlinCory: Making homemade pickles and working on a funny tweet about pussy. I am going to make a great old lady!
3.0,RT @DARKSKlNDRAKE: How yall hoes do instagram rates http://t.co/UUjeAXZByW
3.0,"RT @DarkskinObama: Roses are red
Violets are blue
I just fucked yo bitch
.....but nigga do you..."
0.0,RT @DariusJulion: that movie was trash
3.0,"RT @dariusferg14: ""@VSamone: Dudes probably just think eating pussy is sucking on pussy lips &#128530;"" fse cut it out ;)"
3.0,RT @DaReaLNano1900: Finding a female w/o a hoe record is like tryna find a nigga w/o a felony.
3.0,"RT @DaRealKha: ""I'm sorry but side bitches better than a wife in this era...check the stats B lol"""
3.0,RT @DaRealDip: I hate wen a bitch fart den be like uughh uuuu farted...no bitch clearly u did ill let a mfa kno wen im fin to
3.0,RT @DaRealDip: A bitch can look like a million dollars wit sum garbage ass pussy
2.0,RT @DaraUnn: @joshuataddac I haven't slapped a bitch in two weeks
0.0,"RT @daraobriain: Tommy Voeckler keeps the yellow, Andy Schleck does the break of the tour, and Contador is broken. Incredible day for #tdf"
3.0,RT @darahkcarter: I don't have a key to my car that bitch foreign &#128080;
0.0,RT @daqraca: How can anyone hate Charlie Sheen http://t.co/AF4T3MtmxU
3.0,RT @DaOfficialPRIME: &#128514; &#128514;RT @WestSideFlee: How you gone wife a bitch that let niggas lick on her head in public?
0.0,RT @danwashburn: The Man Who Captured Muammar Gaddafi Was Wearing A Yankees Cap: http://t.co/7G70pOpW
3.0,RT @danstfler: Hoes find a way to hoe...... no matter what http://t.co/kHsAmPbA68
0.0,"RT @DannyTanner: highest score on flappy bird, cant be beat http://t.co/I2qgsWiPDC"
3.0,RT @DannyDeVito: Wisconsin IASIP nice work bitches!
3.0,"RT @DankyChan88: Dumb bitches broke my tv, went to wal mart fucked up... Wokeup with a smart tv lol"
3.0,"RT @DanielMtz1997: 20 rts I'll go down there and say ""fuck er right in the pussy"" &#128514;&#128514;&#128514;&#128514;&#128514; http://t.co/RZFhAbWTSv"
2.0,RT @daniellle_x3: I swear to god some guys are bigger bitches than girls
3.0,"RT @danielleeKendra: Omg i was coughing and saw wiggas tweet &#58386;&#58386;&#58386;&#58386; the fuckkk lol. talk about choking , &#58385;&#58386;&#58385;&#58386;&#58386;"
0.0,RT @daniellecarr01: Where all my @Yankees fans?? #ny #yankees #VictoriaSecret #fitness http://t.co/IBNLKWuUNS
0.0,RT @DanielGennaoui: A bird that courts females by building a beautiful nest with bright objects: http://t.co/gi2rRlGRo6 &#8230; #wildlife http://&#8230;
3.0,RT @DanielBiltmore: Basic bitches &gt; basic cable
0.0,RT @danicafjelstul: If you ain't a gator you're gator bait &#128076;
0.0,RT @DanHarrison1985: &#128514; RT @CecilHurt: Charlie Strong got down to the 53-man roster nearly as quickly as Texans did
3.0,"RT @DanDanManlyMan: @00sexilexi00 Swiggety swag, I love you too fag"
3.0,"RT @DanBilzerian: My boy is obviously gonna be slaying all the pussy tonight, dressed as a ninja turtle http://t.co/su2HNFq6S8"
0.0,RT @DanaPerino: Was just handed this on my flight. Must be in good hands on this bird! http://t.co/7vJwDCdTxV
3.0,RT @Dan_OSU_Hashtag: You ever look at a bitch and just be like... Bitch
3.0,"RT @dan_danovskis: The theory of ""you say no to ratchet pussy, juicy j can't"" has been proven"
0.0,RT @dan_danovskis: &#8220;@FlappyBprob: If you're playing flappy bird: 1-800-273-8255 National Suicide Prevention Lifeline. RT to save lives&#8221; @r&#8230;
3.0,RT @DamonIWantYou: #TVD and #Theoriginals is the shows bad ass Vampires turn into spineless pussy's and little OOC bitches
3.0,"RT @DamondDAWG: ""Peek a boo bitch, swag scare ya kids"" RT @Now_Thats_Fresh: What's Tyga's worst bar? #TygaBars"""
2.0,RT @damola49: @Ademulla happy birthday to the gayest nigga missing you and follow my new account british cunt
3.0,RT @DamnitCorn: THIS SHIT IS LIKE 45 minutes away and it's 1 AM so clearly I am in desperate need of some pussy bruh! So I pull up to this &#8230;
3.0,"RT @DamnitCorn: This bitch does so begrudgingly as fuck. Was like""man up you a big bad man crying like a bitch."""
3.0,"RT @DamnitCorn: ""Chunky girl seeks Studly man for nasty sex"" in my head I was like ""this bitch may have well emailed me directly for this s&#8230;"
0.0,RT @DamnFoodPorn: Oreo Cookie Pancakes #FoodPorn http://t.co/q6EvCvM3sO
1.0,"RT @DamierGenesis: i live for street glory and I die for ghetto fame. respect all, fear none my pride is everything...."
3.0,"RT @DamierGenesis: ""had all the bitches on MySpace going nuts...."""
3.0,RT @DamianSHughes: &#8220;@G_Verch: Damn I hate being a huge pussy&#8221;
3.0,"RT @Damiah_daddyx3: Lmao, I fucks with @HaveMercyyy &amp; @KaliKushDoll_ real talk, them bitches know how to have FUN!"
0.0,"RT @dami3n00: Flappy birds Extreme now you can play two birds at once! Hardcore! Easier with two people lol! 

 http://t.co/yCTT56cXK5

 #f&#8230;"
1.0,RT @DameStr8Cash: @JaeTips I know that's trash
3.0,RT @DaMeatIsThicke: How you invite me over to fuck but I can smell yo pussy from across the room??? Man ain't that dinner she cook then bou&#8230;
1.0,RT @DaMcGrizzlyBear: the ghetto if UD wins tonight: http://t.co/PkZmkn2WKo
3.0,"RT @dallywaggz12: I may be a bitch, but least I keep it real."
0.0,RT @dallywaggz12: &#8220;@JustReIatabIe: Charlie Sheen gets point for this http://t.co/V6v0d77oBM&#8221;
0.0,RT @Dalilaaaaaa__: Flappy birds cheat codes http://t.co/nu6GjYQDJJ
1.0,RT @daliasza: &#8220;@NoChillPaz: Me when somebody says Childish Gambino is trash http://t.co/8ejOHDLdD9&#8221;
0.0,"RT @DalaiLamaPosts: Even though a bird can fly, it must land on earth."
2.0,RT @dak_whi: @KaeWhy270 people are forgetting that the logic behind the Purge is retarded haha
3.0,RT @dajhane9: bitch I'm not concerned about you.
3.0,RT @daishialopez: I don't watch the VS fashion show because I have bigger boobs than all of those pancake bitches lol. &#128522;&#128518;
3.0,RT @DailySexSupply: This how all the hoes gonna be like tonight&#128514;&#128514;&#128514; http://t.co/kVIOAiEpcB
3.0,RT @DailyRapFacts: .@YG is the voice behind @DJmustard&#8217;s &#8220;Mustard on the beat hoe
3.0,"RT @Daily_Dip: ""And I ain't trippin' on nothin', I'm dippin' on somethin', and my homeboy say he got a bad bitch for me tonight"" #LilWay ..."
3.0,RT @daijahshardaee: &#8220;@_TheCrownedHead: big bitches come to the club dressed well WITH flats on. #noheels&#8221;&#128514;&#128514;
3.0,RT @DAiiNUH: girls with six packs are scary..... just have a flat stomach that's hot enough.... ripped bitches are scary looking.
3.0,RT @dahliafoxx: sick of bitches bitching about other bitches.
0.0,"RT @daggerbyte: Call me old fashioned, but I'm sewn together with magic and birds."
3.0,RT @DaFuckinUnicorn: swag swag swag bitch moooob
3.0,RT @DaeDeezyy: ion ask nobody for SHIT . ever . never have a problem doing shit fa people neither but damn can a bitch get a thank you ?
3.0,"RT @DaDonherself_: Niggas will fuck over a pretty girl w her head on right , for a ho who only got 3 pair of good panties &#128514;&#9996;&#65039; ."
0.0,RT @DaCoolestLame: Yo BCU band made UCF band look like trash
3.0,RT @DaBXkIdDjoE: Bunch of insecure bitches out here
3.0,RT @dabosss_: &#128056;&#9749;&#65039;&#8220;@100046729: #oomf lying knowing he don't be bored in Brusly fckn that bald head hoe.&#8221;
1.0,"RT @DabGodBaby: But only BBC, the American version is trash"
2.0,RT @daberellla: pop a Molly? why don't you hoes start poppin some birth control &#128138;&#128076;
3.0,RT @daaamian_69: Derrick said if I cover my face and leave just my eyes visible I'll have tons of bitches
3.0,RT @DA_POLO_KING: @VikkiNoSecrets hoes have no life
1.0,RT @D9Rize: @TerrorFranchise @D9Oxy Stfu faggot a clip is 4+ holy fucking tittyy shit
2.0,RT @d1_imaginary23: Boys get thirsty and grimey for a girl no pussy getting ass niggas
2.0,RT @D_Sidbury_: &#8220;@WSFights: if the purge come to my city ima be like http://t.co/NDM5dysLcf&#8221;&#128514;&#128557;&#128514;&#128514;this bitch is active as shit! &#128514;&#128557;&#128514;&#128514;
1.0,"RT @D_Sidbury_: &#8220;@lookwhogotit: All of Kate Upton's leaked nudes today &amp; more &#128525;

&#11015;&#65039;
http://t.co/BW7ldA56mI http://t.co/sWztntfdGn&#8221; bitch lo&#8230;"
3.0,"RT @D_41395: Wake up like fuck my life, life's a bitch but she better fuck me right"
3.0,"RT @D_41395: And I aint got time for bitches , gotta keep my mind on my mothafuckin riches"
0.0,"RT @CzickenShack: I'm finally ready to mass market my skidmark-resistant tighty whities, but apparently ""Uncrustables"" is already taken. Fu&#8230;"
3.0,"RT @CzarZellem: Hey Liberals,meet @SenTedCruz, future majority leader of the US Senate.Enjoy. Payback is a bitch. #p2 #stoprush #waar http:&#8230;"
2.0,"RT @CzarofSwag: To the retards chanting USA at the FC Dallas game, Kansas is in the USA."
1.0,RT @CyFyre: @WesOrrJames love you too my nig #squad
3.0,"RT @cyb3rvibes: &#8220;@SejlaSmajlovic: Funniest one lmfaoooo https://t.co/1WT6BBlIdp&#8221; ""swag bitch"""
0.0,RT @cwissi: beanies for life &#9697;&#776;&#8413; http://t.co/iywPwmPGTu
3.0,RT @CuzzinTom: If Byron Leftwich fucks as hard as he throws then he kills bitches
1.0,"RT @Cuzimdaddy_: !!! @5feet_0inches is dis wrong??? ""@_100d: If you fuck wit a lame nigga you a lame bitch"""
0.0,RT @CuteOverloads: baby monkey in the snow im crying &#128557;&#128018;&#10052; http://t.co/gMk5dbjaJQ
1.0,RT @CuteForFall: I can't wait to wear warm fuzzy sweaters &#128525;&#9786;&#65039;&#127809;&#9749;&#65039; http://t.co/d3BlSbpryd
3.0,"RT @Curvables: This bitch arguing with my dad 
https://t.co/K0394O7Z8d"
3.0,"RT @Curvables: Teachers always think they slick, bitches be subtweeting you in class and shit."
3.0,"RT @Curvables: Teachers always assign homework like we don't have no life, bitch I gotta go home and tweet."
2.0,"RT @Curvables: She play Quarterback, and got a cheerleader girlfriend... YUPP this hoe more of a man than I'll ever be. http://t.co/QlUUaJl&#8230;"
2.0,RT @CurrenSy_Spitta: Some bitches think a trucker hat automatically makes them a model.....
3.0,RT @CurrenSy_Spitta: I will not buy your bitch no red bottoms.... So don't even worry bout that cuzzo..
3.0,RT @CurrenSy_Spitta: I never bought a bitch....
2.0,RT @CurrenSy_Spitta: Fuckin hoe ass Click it or ticket.....25 dollars n shit
2.0,RT @CurrenSy_Spitta: Don't Neva check a real nigga....... Check a hoe
3.0,RT @CurrenSy_Spitta: And if a bitch can't respect a nigga wit some paper and a fresh pair of bball shorts then she was raised terribly..
3.0,RT @CurrenSy_Spitta: All that high fashion leather gear u wearin to impress a bitch..I got at her wit a dickie shirt and some Adidas slides&#8230;
3.0,RT @curlyhairkilla: You gotta be a really weak bitch to let somebody's tweets offend you ...especially if you never met the person
2.0,"RT @CurlsGoddess: Being so wrapped up in love that you stop doing well for YOU is what middle schoolers do, dumb bitch. I want just want mo&#8230;"
2.0,"RT @cuposyrup: What females do on twitter:

1. Brag bout loyalty 
2. Call other females hoes
3. Song lyrics
4. Complain bout cramps
5. Twee&#8230;"
3.0,RT @CumminsSamantha: LOL @ you for being a dumb bitch.
2.0,RT @CuhCuhCuh: white hoes still wear UGG's in hot ass weather cuh
3.0,"RT @CuhCuhCuh: When a bitch say ""I love you"" hit her wit the reverse psychology &amp; say ""do you?"" It work 70% of the time cuh the other 30% g&#8230;"
2.0,RT @CuhCuhCuh: these blacc ass charcoal bitches be sayin they mixed with irish and some other false shit cuh
2.0,RT @CuhCuhCuh: its some sexy ugly bitches in the world cuh that ill fucc
3.0,RT @CuhCuhCuh: if the pussy not fartin u not fuccin right cuh
3.0,RT @CuhCuhCuh: if a bitch tell you she got cheated on more than 3times its somethin wrong with that hoe cuh
2.0,RT @CuhCuhCuh: if a bitch let me hit ill leave her CRIPpled cuh
3.0,RT @CuhCuhCuh: idk why skinny bitches think they got ass cuh
2.0,RT @CuhCuhCuh: I got NO love for bitches or bitch niggas cuh
3.0,RT @CuhCuhCuh: Hoes is Hoes niggas be mad cuhz they be tryna cuff the hoes cuh
3.0,RT @CuhCuhCuh: fat bitches dont like liftin up they arms in the summer all that dampness cuh
2.0,RT @CuhCuhCuh: bitches who smoke cigs are disgusting cuh
3.0,"RT @CuhCuhCuh: bitches name they make up off of instagram filters cuh this bitch was lookin like ""Rise"" the other day"
3.0,RT @CuhCuhCuh: bitches is twerkin on camera while they kid watchin sponge bob cuh
3.0,RT @CuhCuhCuh: bitches brag about goin to the gym and still be shaped like a patron bottle cuh
1.0,RT @CuhCuhCraig: Is that Kawhi Leonard? Smh RT &#8220;@iDntWearCondoms: Wow u really gonna leak ou.. Nvm RT @MsJoseline: Ion need I fuc nig http:&#8230;
3.0,RT @CuffYoFee: I take a bitch to Houston's she better not speak to another nigga while the meal still in her digestive system
2.0,"RT @Cuff_no_Slut: Hate basic bitches,"
0.0,RT @cthagod: Lance Stephenson trash talk didn't affect anybody but Lance Stephenson
3.0,RT @cthagod: Congress really is acting like a bunch of bitter bitches.You can't continue to refight an election you lost.Obama is President&#8230;
3.0,RT @cthagod: All it takes is one bitch ass monkey or human to fuck up every bodies Peace and Serenity.
3.0,RT @Cspen335: Right you are! Have you heard of the 'dodo' bird? He's the one with Obama on his ass! http://t.co/0qHypwxzYh
3.0,"RT @crystalcheyenne: @WhiteboiColeman thought you were sleeping, bitch &#191;"
2.0,RT @CrownHer: Takes a ho bath RT @1stZodiacSign: He's terrified of water. How TF does he wash himself everyday? lol.
3.0,RT @CrooklynxDodger: When @MeechIsDEAD said &#8220;Fast bitch I call her Bizzy (busy) cause she only bone thugs&#8221; http://t.co/qs9XUeu1VA
3.0,"RT @CrittaMo: I'm getting tired of these same ol no hope broke bitches! No job, all they wanna do is twerk and smoke Swishers"
2.0,RT @crissstaaaaal: If unfollow me you're a little bitch cus you couldn't handle my tweets lol
3.0,RT @Crimefetish: But bitches do that too http://t.co/KWFRABGuwj
1.0,"RT @CreepyScout: Bend over.

And pick up that trash."
0.0,RT @creepingsharia: Syrian Brought to US for &#8220;Democracy Training&#8221; Endorses&#160;Jihadis http://t.co/lfhCto8777
3.0,RT @CreepGawddess: Wait what?? RT @SoulfulBrotha: $65 a random number for some pussy.
3.0,RT @CreepGawddess: Having a friend that's a hoe but boring is probably depressing.
2.0,"RT @CreepGawddess: ""Uhh bitch, don't tell him ""Bless you."" when he sneeze. He got all the blessings he need with ME."" http://t.co/z4P52LbfeK"
0.0,RT @crazygirlgab: Just eating animal crackers in sacrament! #17AndLovinIt
3.0,RT @CraziestSex: Sucking dick &amp; eating pussy is apart of sex. If you think it's nasty then maybe your ass is too YOUNG to be fucking in the&#8230;
2.0,RT @CraziestSex: she killed that bitch &#128555;&#128514; http://t.co/uVS9E1gxPF
3.0,"RT @CraziestSex: Sex on 1st date dont mean you a hoe, waiting 90 days wont make you a wife, cute pics dont mean y'all happy, having a title&#8230;"
3.0,RT @CraziestSex: if you don't eat pussy you're childish and immature.
3.0,RT @CraziestSex: hoes these days be like &#128514; http://t.co/AvlwKKD8rW
3.0,RT @CraziestSex: hmu when you stop bein a lil bitch
3.0,RT @CraziestSex: Eat her pussy and look at her like &#128540;&#128541;&#128514; http://t.co/mIgiYMGRJt
3.0,RT @CraziestSex: A girl KNOWS when a bitch likes her boyfriend &#128564;&#128080;
3.0,RT @craigslistlove: some women just weren't blessed with a cotton candy pussy
3.0,RT @craigslistlove: I want to eat as much pussy as I can before Lent. - m4w - 29
3.0,"RT @craigslistlove: 'Doctor' is available to examine your pussy, testicles and penis as painlessly as possible."
3.0,RT @cpSqueak: each time I do it for ya I make that bad pussy behave
0.0,"RT @cpabry: Curious George, the curious little monkey or deranged serial cat killer? The story the man with the yellow hat doesn't want you&#8230;"
1.0,RT @CP24: Reports say female victim was shot while waiting for an Oreo McFlurry
3.0,"RT @CourtneyyKay: Cruising down the street in my 64, jockin the bitches, slappin the hoes"
3.0,"RT @CourtneySuvak_: &#8220;@Dory: ""what are you twelve""

yeah on a scale of one to ten 

bitch&#8221;"
3.0,"RT @CountOn24: bitch you love every team but the US lol RT""@rihanna: This is the game I've been waiting for! I sincerely LOVE both of these&#8230;"
2.0,"RT @CounterMoonbat: Btw, Hillary is a huge supporter of the law they now admit to lying to all you stupid rubes about. She needs to be aske&#8230;"
1.0,"RT @CouldBeEashia: @vivalamarley me waiting on you to take me to NY with you to get my nips pierced 

&#128590;&#128589;&#128105;&#128117;"
1.0,RT @Cougar745III: this girl comes into class with fried chicken and pulls hot sauce out of her purse i mean come on how ghetto &amp; Stereotypi&#8230;
3.0,RT @cotydankh: don't make me pull out the pokeflute hoe http://t.co/yFN3PdMdy1
3.0,"RT @cotydankh: ""are these hoes loyal?""

&#12288; N
&#12288;&#12288; O
&#12288;&#12288;&#12288; O
&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288;&#12288; o
&#12288;&#12288;&#12288;&#12288;&#12288;o
&#12288;&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288; &#12290;
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288;.
&#12288;&#12288;&#12288; .
&#12288;&#12288;&#12288;&#12288;."
3.0,"RT @cosmeticJUNKiee: bitches be quick to say "" let me pull out my phone"" &#128514;&#128514;&#128514;"
1.0,RT @Cosabandonada: Parque de atracciones abandonado en Jap&#243;n. http://t.co/dn0JIid4f4
3.0,RT @CorySayFukEm: i love girls who aren't afraid to encourage or compliment the next chick.. bitches hate so much now that's it's refreshin&#8230;
2.0,RT @CoryLafon: I just wanna b a side nigga to a thick pretty faced cuffed hoe that does coke bumps garbage underground rappers n shops at p&#8230;
3.0,RT @CoryLafon: &#8220;@Gvmby: This bitch possessed by the thot demon. https://t.co/CZTh5NhUDu&#8221;LMFAOOOOOOOOOOOO
3.0,RT @CornerBoyP: Hoes b soo lost dey forget dey hoes.....
3.0,RT @corinne_sauer: You notice that im the real them other bitches is wack
3.0,RT @CoreyKeyz: When you find out your bae is a hoe http://t.co/sI8G1Mzpgs
3.0,RT @corey_emanuel: &#128557;&#128557;&#128557;&#128557; RT @ivyleague1908: SHAT!!!!!! RT @DirtRoadDon: When Deltas smell they own pussy http://t.co/3LojKQM8ZG
0.0,RT @CorbynKelly13: Found some more of my original yellow bracelets and the first person I thought of was @TannerMcDowell
2.0,"RT @copperpeony: @LibsHateUs @1Dittlinger Sharpton went from being a big fat snitch to a skinny bitch. Either way, he's nothing but a carni&#8230;"
3.0,RT @Coolie_GBE300: When the side bitch try to approach you in public. http://t.co/GbbIob1Ots
1.0,"RT @Coolie_GBE300: It's 2014 &amp; you niggas still runnin round sayin ""Yall don't eat pussy"". Y'all must be suckin dick."
3.0,RT @Coolie_GBE300: I'm about to go on http://t.co/9btG26MlgU &amp; be the devil &amp; catfish some hoes.
2.0,RT @Coolie_GBE300: I hate when niggas be slobin all on the blunt like they eatin pussy &amp; have the nerve to try &amp; pass it. I'm good nigga I'&#8230;
3.0,RT @coolgirl71899: bitch act like she never seen a face mask #bitchplease http://t.co/uQQ0K8H89l
3.0,RT @constantini_c: Who wants to be @ImFlyinJryan's 600 follower? Follow bitches! #cruze2014 #Pittsburgh
0.0,RT @ConsrvativeDiva: Must-Watch: Bill Maher Schools PBS Host Charlie Rose Over Islam's 'Illiberal Beliefs' http://t.co/5pq91jxOeV
3.0,RT @consprcy_carrot: Blow shit up and get fatter. White trash love this holiday.
0.0,RT @ConservativeLA: Let the Dem concern-trolling commence in earnest! Wagons ho!
3.0,RT @consciousfuck: lmao okay now let&#8217;s address pepsi pussy RT @Thotcho: Real niggas know http://t.co/ipedbpBjm5
1.0,RT @connorbagen: You know she's a dyke when she asks for men's golf clubs
2.0,RT @ConceitedNoRezn: So ike just had to punch a nigga for harassing a young lady on Ga ave and Florida Ave in nw dc #youoksis
3.0,RT @ComplexMorality: When someone tweets these hoes aint loyal but they laid up at the crib looking like.... http://t.co/OV5Q8lVsjn
1.0,RT @Comp10Tx: Rihanna really is trash
0.0,RT @Comp10Tx: Lowkey called that faggot a faggot.
3.0,RT @CommonWhiteGrl: mom why can't u just accept me for the bad bitch i am
3.0,RT @CommonWhiteGirI: hiding your favorite snacks from your family bc you're a selfish bitch
3.0,RT @CommonWhiteGirI: don&#8217;t send me snapchats from something i wasn&#8217;t invited to you rude ass bitch
3.0,RT @CommonBlackGirI: When a hoe says hi to bae http://t.co/95bBmGJiJF
3.0,"RT @ComedyPosts: When you make a joke and someone you hate laughs and you're thinking: ""No bitch you aren't allowed to laugh""."
3.0,RT @ComedyPics: If Kanye took Kim to McDonald&#8217;s then ya hoes don&#8217;t deserve $200 Dates http://t.co/2QK4I1fRTs
0.0,RT @ComedianSpank: I went to college Every college got a bird class where u can get ya friend to sign u in &amp; get an A out the class Rashad &#8230;
3.0,"RT @collegefession: ""We're putting long hard dicks down our throats the least you could do is lick a little pussy #returnthefavor"" - Illino&#8230;"
3.0,"RT @collegefession: ""The only thing that Collegefession has taught me is that in fact, these hoes ain't loyal"" - Stony Brook"
0.0,"RT @collegefession: ""My first adult decision i made in college was to buy a guinea pig #NoRagrets #AlsoNoBeerMoney"" - University if Iowa"
3.0,"RT @collegefession: ""I rub orange peels on my dick before I go out cuz I don't want these bitches to catch a cold. #VitaminSemen"" - Prairie&#8230;"
3.0,"RT @collegefession: ""Guy tells me he doesn't eat pussy, and all of the sudden I don't suck dick anymore"" - Centeral Washington University"
3.0,"RT @collegefession: ""All you need in life is bottles, bitches, and life lessons."" - Sam Houston State"
3.0,RT @CollegeBoy3000: Finally Mellie got some back bone. I might like her this season. 1976 pussy! #Scandal
0.0,RT @Colinfreeze: ISIS Supporters in America: The Jihadis Next Door http://t.co/aiMV7GiB24 @mlnestel @vocativ http://t.co/ajUAU5YwIv
